Label,Latitude,Longitude,Proportion
0,52.9682656466667,-2.29033247333333,0.007577671129073
1,54.5731088974359,-5.95655677948718,0.0098509724677949
2,51.514216611246,-0.149513185598705,0.312200050517808
3,50.6544355257143,-3.66445886,0.00884061631725183
4,56.4565538,-2.97672372666667,0.007577671129073
5,50.9244714574802,-1.4269429015748,0.0320788077797424
6,54.9225314455556,-1.59284807944445,0.045466026774438
7,53.9234376816667,-0.957618106666667,0.015155342258146
8,51.8511442029412,1.0744001,0.0171760545592321
9,53.5783509041667,-2.86236589375001,0.0363728214195504
10,51.993159058,-0.643438826,0.0126294518817883
11,53.8010492455225,-1.6403193761194,0.0338469310431927
12,52.4543689268292,-1.94306926788619,0.0621369032583986
13,53.3880142584415,-1.48236693766234,0.019449355897954
14,51.4546429639097,-2.56252563157895,0.033594342005557
15,51.6779373353741,-1.1865306170068,0.0371305885324577
16,56.359691871875,-3.95823108125,0.00808284920434453
17,52.8037294623811,-1.17034954190476,0.053043697903511
18,55.9125053737704,-3.1938549989071,0.0462237938873453
19,51.773334952,-3.978331232,0.00631472594089416
20,51.4915830683545,-3.18709573037975,0.0199545339732256
21,52.2075831439717,0.111255475886525,0.0356150543066431
22,50.8981893510204,0.00745476326530612,0.0123768628441526
23,53.4696331313132,-2.23939206868686,0.0500126294518818
24,57.1619524462964,-2.1072632425926,0.0136398080323314
25,53.20620676,-4.15398812,0.0037888355645365
26,52.399659175,-1.51832855625,0.0202071230108613
27,54.9465596735294,-7.28241181470588,0.00858802727961606
28,55.8625498805086,-4.2581910822034,0.0298055064410205
29,50.25882334,-5.07225906,0.00126294518817883
