Latitude,Longitude,Label,Type
51.6059771,-1.2611524,38,Event
51.496283,-0.210726,15,Event
51.5084933,0.0250402,15,Event
53.4668498,-2.2338837,13,Event
51.5357184,-0.1058961,15,Event
52.6734531,-2.4425397,35,Event
51.5073509,-0.1277583,15,Event
51.505948,-0.132354,15,Event
51.4950539,-0.211456,15,Event
51.4978095,-0.1745235,15,Event
51.5007013,-0.1290218,15,Event
51.4989034,-0.1789927,15,Event
51.5214064,-0.0841784,15,Event
51.5101095,-0.091093,15,Event
51.483663,-3.167169,3,Event
51.4987997,-0.1748772,15,Event
52.9559736,-1.1519593,18,Event
51.5176603,-0.0976617,15,Event
51.5247934,-0.0975912,15,Event
51.5097573,-0.1191317,15,Event
51.4950539,-0.211456,15,Event
51.5316498,-0.1287455,15,Event
51.5095842,-0.1423075,15,Event
51.5288614,-0.1280872,15,Event
51.5076017,-0.1278165,15,Event
51.517309,-0.1085271,15,Event
53.345043,-2.639594,9,Event
51.5114864,-0.115997,15,Event
51.5086296,-0.138725,15,Event
51.5265432,-0.1344015,15,Event
51.5086296,-0.138725,15,Event
51.5214064,-0.0841784,15,Event
55.0001551,-7.3049907,24,Event
55.9500781,-3.1868213,37,Event
51.516972,-0.1428562,15,Event
51.5214064,-0.0841784,15,Event
51.5247934,-0.0975912,15,Event
52.488656,-1.8872211,16,Event
51.5095842,-0.1423075,15,Event
51.4950539,-0.211456,15,Event
52.175826,0.141427,5,Event
51.5095842,-0.1423075,15,Event
52.6734531,-2.4425397,35,Event
51.5095842,-0.1423075,15,Event
51.5040009,-0.0877942,15,Event
50.8225149,-0.1275386,10,Event
51.5223939,-0.0821049,15,Event
53.8054238,-1.5536943,30,Event
51.5219,-0.121,15,Event
51.4986952,-0.1550173,15,Event
51.516405,-0.088447,15,Event
51.5297451,-0.1265806,15,Event
51.5182638,-0.0829246,15,Event
51.509013,-0.1390596,15,Event
54.9673092,-1.6207073,8,Event
51.5144959,-0.1172256,15,Event
51.7670628,-1.2651798,38,Event
55.8594376,-4.2555941,6,Event
52.6729149,-2.4415247,35,Event
51.5076017,-0.1278165,15,Event
52.2038249,0.1348076,5,Event
51.5349086,-0.1216933,15,Event
51.5181986,-0.0904065,15,Event
